mlbam_id,id_source,id_resolved,card_number,player_name_raw,affiliation_raw,raw_line,is_multi_player
703676,override,yes,BD-67,"Ethan Frey,",Houston Astros,"BD-67	Ethan Frey,	Houston Astros",False
703637,override,yes,BD-68,"Max Williams,",Miami Marlins,"BD-68	Max Williams,	Miami Marlins",False
702668,override,yes,BD-69,"Korbyn Dickerson,",Seattle Mariners,"BD-69	Korbyn Dickerson,	Seattle Mariners",False
816111,override,yes,BD-70,"Tate Southisene,",Atlanta Braves,"BD-70	Tate Southisene,	Atlanta Braves",False
702491,override,yes,BD-71,"Mitch Voit,",New York Mets,"BD-71	Mitch Voit,	New York Mets",False
823787,override,yes,BD-72,"Rainiel Rodriguez,",St. Louis Cardinals,"BD-72	Rainiel Rodriguez,	St. Louis Cardinals",False
815992,override,yes,BD-73,"Tim Piasentin,",Toronto Blue Jays,"BD-73	Tim Piasentin,	Toronto Blue Jays",False
696486,override,yes,BD-74,"James Tibbs III,",Los Angeles Dodgers,"BD-74	James Tibbs III,	Los Angeles Dodgers",False
800473,override,yes,BD-75,"Jefferson Rojas,",Chicago Cubs,"BD-75	Jefferson Rojas,	Chicago Cubs",False
823745,override,yes,BD-76,"Michael Salina,",San Diego Padres,"BD-76	Michael Salina,	San Diego Padres",False
815829,override,yes,BD-77,"Ryan Mitchell,",St. Louis Cardinals,"BD-77	Ryan Mitchell,	St. Louis Cardinals",False
822477,override,yes,BD-78,"JB Middleton,",Colorado Rockies,"BD-78	JB Middleton,	Colorado Rockies",False
804465,override,yes,BD-79,"Riley Kelly,",Colorado Rockies,"BD-79	Riley Kelly,	Colorado Rockies",False
805261,override,yes,BD-80,"Cade Obermueller,",Philadelphia Phillies,"BD-80	Cade Obermueller,	Philadelphia Phillies",False
828987,override,yes,BD-81,"Briggs McKenzie,",Atlanta Braves,"BD-81	Briggs McKenzie,	Atlanta Braves",False
834237,override,yes,BD-82,"Joshua Flores,",Milwaukee Brewers,"BD-82	Joshua Flores,	Milwaukee Brewers",False
805031,override,yes,BD-83,"Gabe Davis,",Chicago White Sox,"BD-83	Gabe Davis,	Chicago White Sox",False
815617,override,yes,BD-84,"Kayson Cunningham,",Arizona Diamondbacks,"BD-84	Kayson Cunningham,	Arizona Diamondbacks",False
802411,override,yes,BD-85,"JT Quinn,",Baltimore Orioles,"BD-85	JT Quinn,	Baltimore Orioles",False
823073,override,yes,BD-86,"Nolan Sailors,",Kansas City Royals,"BD-86	Nolan Sailors,	Kansas City Royals",False
815888,override,yes,BD-87,"Leo De Vries,",Athletics,"BD-87	Leo De Vries,	Athletics",False
695720,override,yes,BD-88,"Tommy White,",Athletics,"BD-88	Tommy White,	Athletics",False
804467,override,yes,BD-89,"Patrick Forbes,",Arizona Diamondbacks,"BD-89	Patrick Forbes,	Arizona Diamondbacks",False
815119,override,yes,BD-90,"Tanner Franklin,",St. Louis Cardinals,"BD-90	Tanner Franklin,	St. Louis Cardinals",False
811764,override,yes,BD-91,"Cody Miller,",Atlanta Braves,"BD-91	Cody Miller,	Atlanta Braves",False
815839,override,yes,BD-92,"Quentin Young,",Minnesota Twins,"BD-92	Quentin Young,	Minnesota Twins",False
821933,override,yes,BD-93,"Landon Hodge,",Chicago White Sox,"BD-93	Landon Hodge,	Chicago White Sox",False
815549,override,yes,BD-94,"Ryan Sloan,",Seattle Mariners,"BD-94	Ryan Sloan,	Seattle Mariners",False
824026,override,yes,BD-95,"Kash Mayfield,",San Diego Padres,"BD-95	Kash Mayfield,	San Diego Padres",False
804560,override,yes,BD-96,"Charles Davalan,",Los Angeles Dodgers,"BD-96	Charles Davalan,	Los Angeles Dodgers",False
834404,override,yes,BD-97,"Jake Cook,",Toronto Blue Jays,"BD-97	Jake Cook,	Toronto Blue Jays",False
800169,override,yes,BD-98,"Aroon Escobar,",Philadelphia Phillies,"BD-98	Aroon Escobar,	Philadelphia Phillies",False
809686,override,yes,BD-99,"Cameron Maldonado,",San Francisco Giants,"BD-99	Cameron Maldonado,	San Francisco Giants",False
829306,override,yes,BD-100,"Nick Becker,",Seattle Mariners,"BD-100	Nick Becker,	Seattle Mariners",False
702976,override,yes,BD-101,"Griffin Hugus,",Seattle Mariners,"BD-101	Griffin Hugus,	Seattle Mariners",False
804606,override,yes,BD-102,"Konnor Griffin,",Pittsburgh Pirates,"BD-102	Konnor Griffin,	Pittsburgh Pirates",False
806958,override,yes,BD-103,"Felnin Celesten,",Seattle Mariners,"BD-103	Felnin Celesten,	Seattle Mariners",False
823781,override,yes,BD-104,"Sean Youngerman,",Philadelphia Phillies,"BD-104	Sean Youngerman,	Philadelphia Phillies",False
821270,override,yes,BD-105,"Luis Peña,",Milwaukee Brewers,"BD-105	Luis Peña,	Milwaukee Brewers",False
832455,override,yes,BD-106,"Matthew Fisher,",Philadelphia Phillies,"BD-106	Matthew Fisher,	Philadelphia Phillies",False
815931,override,yes,BD-107,"Yolfran Castillo,",Texas Rangers,"BD-107	Yolfran Castillo,	Texas Rangers",False
809092,override,yes,BD-108,"Murf Gray,",Pittsburgh Pirates,"BD-108	Murf Gray,	Pittsburgh Pirates",False
702563,override,yes,BD-109,"Mason Neville,",Cincinnati Reds,"BD-109	Mason Neville,	Cincinnati Reds",False
699013,override,yes,BD-110,"Esmerlyn Valdez,",Pittsburgh Pirates,"BD-110	Esmerlyn Valdez,	Pittsburgh Pirates",False
808234,override,yes,BD-111,"Eduardo Quintero,",Los Angeles Dodgers,"BD-111	Eduardo Quintero,	Los Angeles Dodgers",False
828116,override,yes,BD-112,"Gustavo Melendez,",Pittsburgh Pirates,"BD-112	Gustavo Melendez,	Pittsburgh Pirates",False
825582,override,yes,BD-113,"Nate George,",Baltimore Orioles,"BD-113	Nate George,	Baltimore Orioles",False
815830,override,yes,BD-114,"Dean Moss,",Tampa Bay Rays,"BD-114	Dean Moss,	Tampa Bay Rays",False
829033,override,yes,BD-115,"Elian Peña,",New York Mets,"BD-115	Elian Peña,	New York Mets",False
809254,override,yes,BD-116,"Anthony Eyanson,",Boston Red Sox,"BD-116	Anthony Eyanson,	Boston Red Sox",False
822415,override,yes,BD-117,"Mason McConnaughey,",Texas Rangers,"BD-117	Mason McConnaughey,	Texas Rangers",False
813533,override,yes,BD-118,"Michael Lombardi,",Kansas City Royals,"BD-118	Michael Lombardi,	Kansas City Royals",False
831384,override,yes,BD-119,"Josh Owens,",Texas Rangers,"BD-119	Josh Owens,	Texas Rangers",False
701785,override,yes,BD-120,"Kaelen Culpepper,",Minnesota Twins,"BD-120	Kaelen Culpepper,	Minnesota Twins",False
815394,override,yes,BD-121,"Theo Gillen,",Tampa Bay Rays,"BD-121	Theo Gillen,	Tampa Bay Rays",False
807284,override,yes,BD-122,"Cam Caminiti,",Atlanta Braves,"BD-122	Cam Caminiti,	Atlanta Braves",False
834241,override,yes,BD-123,"Luke Lacourse,",Los Angeles Angels,"BD-123	Luke Lacourse,	Los Angeles Angels",False
828148,override,yes,BD-124,"Conor Essenburg,",Atlanta Braves,"BD-124	Conor Essenburg,	Atlanta Braves",False
811965,override,yes,BD-125,"Joshua Kuroda-Grauer,",Athletics,"BD-125	Joshua Kuroda-Grauer,	Athletics",False
702631,override,yes,BD-126,"Adonys Guzman,",Pittsburgh Pirates,"BD-126	Adonys Guzman,	Pittsburgh Pirates",False
702257,override,yes,BD-127,"Christian Foutch,",Boston Red Sox,"BD-127	Christian Foutch,	Boston Red Sox",False
827719,override,yes,BD-128,"Jake Munroe,",Los Angeles Angels,"BD-128	Jake Munroe,	Los Angeles Angels",False
806053,override,yes,BD-129,"Dean Curley,",Cleveland Guardians,"BD-129	Dean Curley,	Cleveland Guardians",False
806174,override,yes,BD-130,"Cameron Nelson,",Colorado Rockies,"BD-130	Cameron Nelson,	Colorado Rockies",False
832453,override,yes,BD-131,"Kaleb Wing,",Chicago Cubs,"BD-131	Kaleb Wing,	Chicago Cubs",False
801739,override,yes,BD-132,"Carlos Lagrange,",New York Yankees,"BD-132	Carlos Lagrange,	New York Yankees",False
806957,override,yes,BD-133,"Alfredo Duno,",Cincinnati Reds,"BD-133	Alfredo Duno,	Cincinnati Reds",False
830239,override,yes,BD-134,"Aaron Walton,",Cleveland Guardians,"BD-134	Aaron Walton,	Cleveland Guardians",False
805127,override,yes,BD-135,"Devin Taylor,",Athletics,"BD-135	Devin Taylor,	Athletics",False
809707,override,yes,BD-136,"Charlie Condon,",Colorado Rockies,"BD-136	Charlie Condon,	Colorado Rockies",False
805809,override,yes,BD-137,"Travis Sykora,",Washington Nationals,"BD-137	Travis Sykora,	Washington Nationals",False
701807,override,yes,BD-138,"Carson Benge,",New York Mets,"BD-138	Carson Benge,	New York Mets",False
702607,override,yes,BD-139,"Dakota Jordan,",San Francisco Giants,"BD-139	Dakota Jordan,	San Francisco Giants",False
805790,override,yes,BD-140,"Cody Bowker,",Philadelphia Phillies,"BD-140	Cody Bowker,	Philadelphia Phillies",False
800624,override,yes,BD-141,"Ben Jacobs,",Detroit Tigers,"BD-141	Ben Jacobs,	Detroit Tigers",False
702274,override,yes,BD-142,"Chase Shores,",Los Angeles Angels,"BD-142	Chase Shores,	Los Angeles Angels",False
701679,override,yes,BD-143,"Brody Brecht,",Colorado Rockies,"BD-143	Brody Brecht,	Colorado Rockies",False
827517,override,yes,BD-144,"Kyle Lodise,",Chicago White Sox,"BD-144	Kyle Lodise,	Chicago White Sox",False
802139,override,yes,BD-145,"JJ Wetherholt,",St. Louis Cardinals,"BD-145	JJ Wetherholt,	St. Louis Cardinals",False
828076,override,yes,BD-146,"Dax Kilby,",New York Yankees,"BD-146	Dax Kilby,	New York Yankees",False
703606,override,yes,BD-147,"Jared Thomas,",Colorado Rockies,"BD-147	Jared Thomas,	Colorado Rockies",False
805260,override,yes,BD-148,"Ethan Hedges,",Colorado Rockies,"BD-148	Ethan Hedges,	Colorado Rockies",False
834243,override,yes,BD-149,"Sean Episcope,",Milwaukee Brewers,"BD-149	Sean Episcope,	Milwaukee Brewers",False
813668,override,yes,BD-150,"Jack Gurevitch,",St. Louis Cardinals,"BD-150	Jack Gurevitch,	St. Louis Cardinals",False
701337,override,yes,BD-151,"Ethan Petry,",Washington Nationals,"BD-151	Ethan Petry,	Washington Nationals",False
815154,override,yes,BD-152,"Slade Caldwell,",Arizona Diamondbacks,"BD-152	Slade Caldwell,	Arizona Diamondbacks",False
828989,override,yes,BD-153,"Johnny Slawinski,",Los Angeles Angels,"BD-153	Johnny Slawinski,	Los Angeles Angels",False
832699,override,yes,BD-154,"Matt Barr,",Minnesota Twins,"BD-154	Matt Barr,	Minnesota Twins",False
701480,override,yes,BD-155,"Bryce Cunningham,",New York Yankees,"BD-155	Bryce Cunningham,	New York Yankees",False
834672,override,yes,BD-156,"Michael Oliveto,",Detroit Tigers,"BD-156	Michael Oliveto,	Detroit Tigers",False
806198,override,yes,BD-157,"Cooper Pratt,",Milwaukee Brewers,"BD-157	Cooper Pratt,	Milwaukee Brewers",False
811716,override,yes,BD-158,"Landyn Vidourek,",Los Angeles Dodgers,"BD-158	Landyn Vidourek,	Los Angeles Dodgers",False
805805,override,yes,BD-159,"Walker Jenkins,",Minnesota Twins,"BD-159	Walker Jenkins,	Minnesota Twins",False
805810,override,yes,BD-160,"Blake Mitchell,",Kansas City Royals,"BD-160	Blake Mitchell,	Kansas City Royals",False
807267,override,yes,BD-161,"JD Dix,",Arizona Diamondbacks,"BD-161	JD Dix,	Arizona Diamondbacks",False
803723,override,yes,BD-162,"Jordan Yost,",Detroit Tigers,"BD-162	Jordan Yost,	Detroit Tigers",False
806071,override,yes,BD-163,"Jonny Farmelo,",Seattle Mariners,"BD-163	Jonny Farmelo,	Seattle Mariners",False
806067,override,yes,BD-164,"James Ellwanger,",Minnesota Twins,"BD-164	James Ellwanger,	Minnesota Twins",False
828667,override,yes,BD-165,"Ching-Hsien Ko,",Los Angeles Dodgers,"BD-165	Ching-Hsien Ko,	Los Angeles Dodgers",False
828237,override,yes,BD-166,"Cooper Flemming,",Tampa Bay Rays,"BD-166	Cooper Flemming,	Tampa Bay Rays",False
696146,override,yes,BD-167,"Hagen Smith,",Chicago White Sox,"BD-167	Hagen Smith,	Chicago White Sox",False
699073,override,yes,BD-168,"Thayron Liranzo,",Detroit Tigers,"BD-168	Thayron Liranzo,	Detroit Tigers",False
806964,override,yes,BD-169,"Sebastian Walcott,",Texas Rangers,"BD-169	Sebastian Walcott,	Texas Rangers",False
826536,override,yes,BD-170,"Brian Curley,",Arizona Diamondbacks,"BD-170	Brian Curley,	Arizona Diamondbacks",False
685300,override,yes,BD-171,"Grant Richardson,",Athletics,"BD-171	Grant Richardson,	Athletics",False
802412,override,yes,BD-172,"Malachi Witherspoon,",Detroit Tigers,"BD-172	Malachi Witherspoon,	Detroit Tigers",False
694393,override,yes,BD-173,"Jaxon Wiggins,",Chicago Cubs,"BD-173	Jaxon Wiggins,	Chicago Cubs",False
829679,override,yes,BD-174,"Shotaro Morii,",Athletics,"BD-174	Shotaro Morii,	Athletics",False
828344,override,yes,BD-175,"Dean Livingston,",Arizona Diamondbacks,"BD-175	Dean Livingston,	Arizona Diamondbacks",False
832698,override,yes,BD-176,"Cameron Millar,",Kansas City Royals,"BD-176	Cameron Millar,	Kansas City Royals",False
691002,override,yes,BD-177,"Yohandy Morales,",Washington Nationals,"BD-177	Yohandy Morales,	Washington Nationals",False
815819,override,yes,BD-178,"Sean Gamble,",Kansas City Royals,"BD-178	Sean Gamble,	Kansas City Royals",False
828097,override,yes,BD-179,"Peter Kussow,",New York Mets,"BD-179	Peter Kussow,	New York Mets",False
805795,override,yes,BD-180,"Aidan Miller,",Philadelphia Phillies,"BD-180	Aidan Miller,	Philadelphia Phillies",False
828137,override,yes,BD-181,"Miguel Sime Jr.,",Washington Nationals,"BD-181	Miguel Sime Jr.,	Washington Nationals",False
829034,override,yes,BD-182,"Josuar Gonzalez,",San Francisco Giants,"BD-182	Josuar Gonzalez,	San Francisco Giants",False
827265,override,yes,BD-183,"Cade Crossland,",St. Louis Cardinals,"BD-183	Cade Crossland,	St. Louis Cardinals",False
815352,override,yes,BD-184,"Caleb Bonemer,",Chicago White Sox,"BD-184	Caleb Bonemer,	Chicago White Sox",False
815843,override,yes,BD-185,"Josh Hammond,",Kansas City Royals,"BD-185	Josh Hammond,	Kansas City Royals",False
804530,override,yes,BD-186,"Joseph Dzierwa,",Baltimore Orioles,"BD-186	Joseph Dzierwa,	Baltimore Orioles",False
806230,override,yes,BD-187,"Sammy Stafura,",Pittsburgh Pirates,"BD-187	Sammy Stafura,	Pittsburgh Pirates",False
702544,override,yes,BD-188,"Jacob Reimer,",New York Mets,"BD-188	Jacob Reimer,	New York Mets",False
804571,override,yes,BD-189,"Dominic Fritton,",Tampa Bay Rays,"BD-189	Dominic Fritton,	Tampa Bay Rays",False
834240,override,yes,BD-190,"Ryan Wideman,",San Diego Padres,"BD-190	Ryan Wideman,	San Diego Padres",False
702270,override,yes,BD-191,"Malcolm Moore,",Texas Rangers,"BD-191	Malcolm Moore,	Texas Rangers",False
702278,override,yes,BD-192,"Nolan Schubart,",Cleveland Guardians,"BD-192	Nolan Schubart,	Cleveland Guardians",False
826209,override,yes,BD-193,"Aaron Watson,",Cincinnati Reds,"BD-193	Aaron Watson,	Cincinnati Reds",False
815816,override,yes,BD-194,"Brady Ebel,",Milwaukee Brewers,"BD-194	Brady Ebel,	Milwaukee Brewers",False
834393,override,yes,BD-195,"Caleb Leys,",Detroit Tigers,"BD-195	Caleb Leys,	Detroit Tigers",False
815908,override,yes,BD-196,"Jesús Made,",Milwaukee Brewers,"BD-196	Jesús Made,	Milwaukee Brewers",False
832457,override,yes,BD-197,"CJ Gray,",Los Angeles Angels,"BD-197	CJ Gray,	Los Angeles Angels",False
690961,override,yes,BD-198,"Enrique Bradfield Jr.,",Baltimore Orioles,"BD-198	Enrique Bradfield Jr.,	Baltimore Orioles",False
702275,override,yes,BD-199,"JR Ritchie,",Atlanta Braves,"BD-199	JR Ritchie,	Atlanta Braves",False
823807,override,yes,BD-200,"Kane Kepley,",Chicago Cubs,"BD-200	Kane Kepley,	Chicago Cubs",False
